activity_id,activity_name,actor.authorizations[0].policy.uid,actor.session.uid,app_name,bandwidth,category_name,category_uid,class_name,class_uid,connection_info.direction_id,connection_info.protocol_num,dataSource.category,dataSource.name,dataSource.vendor,device.domain,device.name,device.uid,dst_endpoint.interface_name,dst_endpoint.ip,dst_endpoint.location.country,dst_endpoint.port,duration,durationdelta,event.type,message,metadata.log_name,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.uid,metadata.version,metric,monitor,observables[0].name,observables[0].type,observables[0].type_id,observables[0].value,observables[1].name,observables[1].type,observables[1].type_id,observables[1].value,path1,rcvdpktdelta,sentpktdelta,session,severity,severity_id,src_endpoint.interface_name,src_endpoint.ip,src_endpoint.location.country,src_endpoint.port,src_endpoint.svc_name,status_detail,tag,thread,time,timestamp,timezone_offset,totalsession,traffic.bytes_in,traffic.bytes_out,traffic.packets_in,traffic.packets_out,type_name,type_uid,unmapped.action,unmapped.addr,unmapped.appcat,unmapped.cpu,unmapped.date,unmapped.devid,unmapped.devname,unmapped.disk,unmapped.disklograte,unmapped.dstintfrole,unmapped.fazlograte,unmapped.freediskstorage,unmapped.interface,unmapped.level,unmapped.logdesc,unmapped.mem,unmapped.msg,unmapped.policytype,unmapped.rcvddelta,unmapped.sentdelta,unmapped.setuprate,unmapped.srcintfrole,unmapped.sysuptime,unmapped.total,unmapped.trandisp,unmapped.type,unmapped.used,unmapped.vd,unmapped.waninfo,value
6,traffic,1,b1d7a914-7db0-45b3-986d-c5f6bc36a198,Atlassian,,Network Activity,4,Network Activity,4001,7,8,security,FortiGate,Fortinet,Gyga,NAS-STOR01-UAT,f073c7e0-8646-4f9a-90a2-1f02c051b289,DXvQ,198.51.100.6,XNxOcEvv,80,8,,traffic,-,local,1722177885841701243,FortiGate,Fortinet,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,7.0.2,,agentSyslog,LAV_iDCTvsHE.vB,pB evgouiA,4,933.3.2.2,oZC_PFNBPMGj.ag,cS udnlSNt,6,359.0.4.3,,,,log_session_6649948535594099433,3,99,JbxU,192.0.2.8,Russia,27298,QHtB,,,log_2,1898361228681,1722177885841701243,-751,,821,304,2,6,Network Activity: Traffic,400106,close,,oqBMmYsSv,,4126-83-36,,,,,HuopuhYVh,,,,notice,,,,,,,,oSFvubwAt,,,Hfkc,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,iFranujM,,,log_session_1358870376988725735,3,,,,,,,,logVolume,metalog,,1722177900116020433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0604
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,jmVSdRxXa,,,log_session_1358870376988725735,3,,,,,,,,logVolume,metalog,,1722177900116070679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
99,system,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722177915798604270,FortiGate,Fortinet,c47bdf19-daf1-4d46-9b6a-524ea68e833f,9.6.3,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,-,,log_2,5428607628059,1722177915798604270,-774,,,,,,Base Event: Other,99,,,,,4671-18-02,CFkztg-q912FwjDa,uTdEYU-z189AUzIr,,,,,,,notice,WleUxHPrY SGZTAd EnSrvbpeG,,qNhWgaarY sbVAvyVLB bxeZkh QoPX=KUl nMFe=xfw UFJG=osB eLkf 812.595.229.5:981,,,,,,,,,IKMxB,,ssEw,,
6,traffic,3,15a13e7f-eb5d-41d4-9a8b-3db04a94ad8d,Microsoft 365,,Network Activity,4,Network Activity,4001,8,6,security,FortiGate,Fortinet,CYNw,SRV-WEB02-QA,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,mdKw0,10.0.0.9,hzvERs voykpX,443,08,,traffic,-,local,1722177920881707147,FortiGate,Fortinet,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,3.3.6,,agentSyslog,aJd_ZOHjdPKI.AK,Vf IQFrOjq,8,399.57.39.52,qeD_DnwEhdHH.rL,Zv oBFhDUl,8,002.425.069.7,,,,log_session_6649948535594099433,3,99,MXrW,203.0.113.3,Russia,2155,lbgpV,,,log_2,8779104834496,1722177920881707147,-375,,86738,6932,37,21,Network Activity: Traffic,400106,server-rst,,LNUOCCfhj,,9065-57-69,,,,,iPrHtSGvd,,,,notice,,,,,,,,hJLjNUhDc,,,ksOZ,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,xYetjsue,,,log_session_1363631131458168525,3,,,,,,,,logVolume,metalog,,1722177930047803104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6209
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,HpIGpOIaC,,,log_session_1363631131458168525,3,,,,,,,,logVolume,metalog,,1722177930047821689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
6,traffic,8,f073c7e0-8646-4f9a-90a2-1f02c051b289,AWS S3,,Network Activity,4,Network Activity,4001,2,39,security,FortiGate,Fortinet,QpAa,SRV-WEB02-QA,a430cfd3-5a3b-4212-aa8d-c2ba1a62a04e,HZlq5,192.0.2.6,VRRlTq xkyTTD,123,295,,traffic,-,local,1722177966081701358,FortiGate,Fortinet,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,5.6.3,,agentSyslog,JgF_uwDudwWI.lS,SE DDCibln,6,282.64.01.18,XOU_rzsBpmrl.Ni,rE UsAoYGz,5,240.23.041.77,,,,log_session_6649948535594099433,3,99,MDHg,198.51.100.4,United States,351,jUn,,,log_2,5006067501274,1722177966081701358,-696,,45,48,5,1,Network Activity: Traffic,400106,accept,,ubFjpgQcQ,,5987-59-29,,,,,rWcaJlRCJ,,,,notice,,,,,,,,qXdDpHZjj,,,LiHm,,,,,
6,traffic,2,d1b73202-66fe-4de4-92ed-11fc01a1c748,SAP,,Network Activity,4,Network Activity,4001,8,73,security,FortiGate,Fortinet,sHlz,DB-SQL03-TEST,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,ZrHQ7,198.51.100.1,zBvDQO fblgOi,123,075,,traffic,-,local,1722177966081708359,FortiGate,Fortinet,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,2.7.0,,agentSyslog,OPZ_rexrLvDa.Sr,by nEpuQlf,8,769.11.66.13,ouD_OznyzxbQ.fC,jg OyzEUJg,1,084.46.687.24,,,,log_session_6649948535594099433,3,99,mpca,192.168.0.9,United States,358,TWe,,,log_2,5845246167543,1722177966081708359,-121,,32,42,1,8,Network Activity: Traffic,400106,accept,,WCNmwEUeC,,8903-31-47,,,,,iHGVvDELf,,,,notice,,,,,,,,ELtRndiBw,,,dOHN,,,,,
6,traffic,8,6ad8316b-9a4a-4bf4-bf97-20171764e00a,Zoom,,Network Activity,4,Network Activity,4001,6,83,security,FortiGate,Fortinet,iHAp,CLUSTER-DB05-INT,b1d7a914-7db0-45b3-986d-c5f6bc36a198,MPtQ7,203.0.113.6,VYtmdI NpYyiP,123,884,,traffic,-,local,1722177966081714554,FortiGate,Fortinet,f073c7e0-8646-4f9a-90a2-1f02c051b289,7.3.9,,agentSyslog,YQN_GCLWfywY.bq,iG imcEnkw,3,515.31.23.27,XsN_xVCHCsUc.HH,Mk LsZByMA,2,309.53.185.54,,,,log_session_6649948535594099433,3,99,xmKy,10.0.0.8,Germany,451,FzT,,,log_2,5499670229302,1722177966081714554,-350,,83,77,3,3,Network Activity: Traffic,400106,accept,,kPBroyqlB,,5554-25-25,,,,,RYaXSfCiH,,,,notice,,,,,,,,uHOxasPOx,,,yDPh,,,,,
6,traffic,2,15a13e7f-eb5d-41d4-9a8b-3db04a94ad8d,GitHub,,Network Activity,4,Network Activity,4001,6,64,security,FortiGate,Fortinet,Joit,VM-DEV04-APP,3d1bfa42-d1f7-4a95-bd61-0dd219cde31d,oEgX1,10.0.0.3,sGJxjE bukPOl,123,455,,traffic,-,local,1722177966081715263,FortiGate,Fortinet,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,3.5.1,,agentSyslog,sqY_kLorphQW.Hy,GA xtYtPGJ,5,638.74.13.55,zbx_IEsteSmC.Vw,lf NJCuWmB,9,012.82.470.66,,,,log_session_6649948535594099433,3,99,qfqz,192.168.0.4,Canada,517,adA,,,log_2,6748420000022,1722177966081715263,-686,,26,04,1,2,Network Activity: Traffic,400106,accept,,jRYuzHLpY,,7137-65-07,,,,,pOkYGPtND,,,,notice,,,,,,,,SonWkWUzg,,,AhXo,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,SoiktXxe,,,log_session_1363631131458168525,3,,,,,,,,logVolume,metalog,,1722177990023163920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,IDlEiIUgT,,,log_session_1363631131458168525,3,,,,,,,,logVolume,metalog,,1722177990023174554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6,traffic,8,f073c7e0-8646-4f9a-90a2-1f02c051b289,Workday,,Network Activity,4,Network Activity,4001,9,74,security,FortiGate,Fortinet,mSIj,DB-SQL03-TEST,3d1bfa42-d1f7-4a95-bd61-0dd219cde31d,pyHK9,1.1.1.1,wRMZXaIH,514,210,800,traffic,-,local,1722178147191699569,FortiGate,Fortinet,f54de0da-89e3-4f11-91de-3c7a7ad5e372,9.8.8,,agentSyslog,KxL_WdxrNePq.lr,vL NHlyuhA,0,112.08.01.74,qAL_uasJCjTo.Rt,Qt pZSGdqS,6,092.20.50.63,,0,4,log_session_6649948535594099433,3,99,WpRA,192.0.2.8,United States,50994,qyxVHx,,,log_2,7445530538910,1722178147191699569,-262,,4,3545,6,20,Network Activity: Traffic,400106,accept,,pSsBeOVwA,,3440-48-36,,,,,vDTqKlZuv,,,,notice,,,,,0,3978,,doyjqnsNU,,,JwiD,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,lVDfqTMw,,,log_session_1363631131458168525,3,,,,,,,,logVolume,metalog,,1722178170017557587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,HRBImoMnY,,,log_session_1363631131458168525,3,,,,,,,,logVolume,metalog,,1722178170017568992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
99,system,,,,4/9,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722178184754179109,FortiGate,Fortinet,8f03b7f1-f632-4a98-832c-99d1460b33ea,8.4.2,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,6763676625008,1722178184754179109,-017,0,,,,,Base Event: Other,99,perf-stats,,,4,7478-31-33,BGFpjE-K756mlFGs,fvrHcp-p951XkiQG,7,8,,3,18413,,notice,UxUKrE aeLgXHVqevI iFYoskElwy,08,"JMqAEjwEKHW RKiamramiU: TDMGDIv qMW: 5, hnWgAp:  50, LLkQhkFwEF FMgyXmbY:  9, DAMHA-bVJU: 5",,,,8,,379706,,,orLlR,,CAhn,H/k,
6,traffic,2,8b201ded-12c1-4a3b-8a36-df548fa0a745,GitHub,,Network Activity,4,Network Activity,4001,9,4,security,FortiGate,Fortinet,sBXR,NAS-STOR01-UAT,86f6b5dd-b08b-4d69-a20c-853dbf1c014a,abav,10.0.0.5,evCQXIEp,80,2,,traffic,-,local,1722178185861706646,FortiGate,Fortinet,6ad8316b-9a4a-4bf4-bf97-20171764e00a,2.2.3,,agentSyslog,xMm_QMOCtOzE.RC,Dq bEoxxYd,9,914.1.4.3,SEx_ihmCIGfu.tV,qp eeZtxUa,6,321.8.0.5,,,,log_session_6649948535594099433,3,99,TvZg,192.168.0.6,United States,01856,SyIE,,,log_2,2284594745662,1722178185861706646,-314,,338,960,4,1,Network Activity: Traffic,400106,close,,clNLOWZEn,,9510-09-22,,,,,MRxKeUgSS,,,,notice,,,,,,,,aPlKFxOce,,,wvbC,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,yVkTjYbO,,,log_session_1363631131458168525,3,,,,,,,,logVolume,metalog,,1722178200016417103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,btakkSsHj,,,log_session_1363631131458168525,3,,,,,,,,logVolume,metalog,,1722178200016427910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6,traffic,3,078e33c9-b134-4125-92e1-f4e3f9a641a7,Microsoft 365,,Network Activity,4,Network Activity,4001,8,93,security,FortiGate,Fortinet,HCxO,CLUSTER-DB05-INT,a430cfd3-5a3b-4212-aa8d-c2ba1a62a04e,yUYl8,192.0.2.1,ieMUStrR,514,034,,traffic,-,local,1722178367361701195,FortiGate,Fortinet,b1d7a914-7db0-45b3-986d-c5f6bc36a198,5.9.9,,agentSyslog,Yhf_ltlIyFCo.fX,AT riGAqJX,5,567.46.82.87,Fnv_zHmHmfrF.QD,tX aZGbcwp,0,920.27.98.98,,,,log_session_6649948535594099433,3,99,vJSK,192.0.2.4,United States,05747,SaRZaZ,,,log_2,8108937348376,1722178367361701195,-051,,7,1593,8,4,Network Activity: Traffic,400106,accept,,rgtSxiDDp,,1765-91-77,,,,,Zmbiluvcq,,,,notice,,,,,,,,exhmQDewN,,,LYgF,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,UXOTgBJF,,,log_session_1358899544102216675,3,,,,,,,,logVolume,metalog,,1722178380115981234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,DBFZSYsnQ,,,log_session_1358899544102216675,3,,,,,,,,logVolume,metalog,,1722178380115993410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
99,connector,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,connector,-,connector,1722178441601516841,FortiGate,Fortinet,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,0.0.5,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,1,,,,,,,,log_2,8393623027947,1722178441601516841,-465,,,,,,Base Event: Other,99,,gdNumA_ijn_uRxNiMlHUo_xuFIARM,,,5098-77-93,iOQSyV-W586qoqPi,TOhjkL-f390rYCyJ,,,,,,,information,ImvNgTf nfZbplJ UOrKnzi.,,DUxDROo RcC hURyKN_AdH_oQsbScfpRl_UJowyRi,,,,,,,,,LZvfU,,klCq,,
6,traffic,9,b1d7a914-7db0-45b3-986d-c5f6bc36a198,Microsoft Azure,,Network Activity,4,Network Activity,4001,5,1,security,FortiGate,Fortinet,mXeT,VM-DEV04-APP,ea78a2e2-6901-49eb-9f8c-f6db42e835f8,MNhv0,192.168.0.6,WbjpLd rZqBuO,443,8,,traffic,-,local,1722178446711705335,FortiGate,Fortinet,0eaf3430-0ea6-48f4-9604-e0a2f07e5b6d,6.7.4,,agentSyslog,zHe_xVORQNTM.lS,yF SDsIzKu,2,833.67.93.18,SQd_rOMShAHW.IG,rc llxIFaE,8,423.134.191.8,,,,log_session_6649948535594099433,3,99,Hckj,172.16.0.2,United States,2498,nhJHa,,,log_2,3578892817964,1722178446711705335,-319,,6539,2475,05,21,Network Activity: Traffic,400106,server-rst,,zvzqxVKrL,,2555-52-17,,,,,kMMWHtsNR,,,,notice,,,,,,,,BSmDVxkdf,,,QHDt,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,CQuaEpCc,,,log_session_1358899544102216675,3,,,,,,,,logVolume,metalog,,1722178470015749954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,cRpzeEbgX,,,log_session_1358899544102216675,3,,,,,,,,logVolume,metalog,,1722178470015758857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
99,system,,,,7/0,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722178484754199217,FortiGate,Fortinet,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,9.8.4,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,9365771945571,1722178484754199217,-881,3,,,,,Base Event: Other,99,perf-stats,,,2,6123-17-29,kVmZdI-g690VCPIQ,upJKjv-u250GFTqX,5,2,,8,16021,,notice,HvFFOH fpQKkLHoZjD TqzJPvejaL,62,"YCEMbEynvHm zHVlAqwmyL: zuWJwVq lmA: 5, DhsWUP:  94, fAJzNdXZkV eYTckFiw:  7, XsqSF-nhnt: 4",,,,4,,446884,,,HjBtb,,bILf,C/e,
6,traffic,3,26887007-869d-4ff2-bc5b-44a8c07db4d9,LogMeIn,,Network Activity,4,Network Activity,4001,3,9,security,FortiGate,Fortinet,Qhxu,GW-FW03-STAGE,f719864a-d489-4483-b8a4-c235cf6f32e1,baXo,192.0.2.1,ckUOSmbw,80,9,,traffic,-,local,1722178485821703082,FortiGate,Fortinet,5b6359b4-7600-4b58-9c63-e06b23f9ab87,0.2.6,,agentSyslog,rHa_xcDCjgFh.QV,Gk GQFTiqH,8,713.3.3.7,cJC_XuIwrxxV.Tx,uM prXwfwe,2,233.0.4.4,,,,log_session_6649948535594099433,3,99,lrSz,1.1.1.1,Germany,52901,PQdj,,,log_2,6893602623072,1722178485821703082,-239,,537,418,8,4,Network Activity: Traffic,400106,close,,UnWWOAEOz,,8044-51-01,,,,,DekbngdTB,,,,notice,,,,,,,,dMUcCHooA,,,jBIT,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,TeOCSjGE,,,log_session_1358899544102216675,3,,,,,,,,logVolume,metalog,,1722178500014132945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,hvOIeVJcf,,,log_session_1358899544102216675,3,,,,,,,,logVolume,metalog,,1722178500014149880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6,traffic,4,7f71a485-499e-42f5-9c49-1e2e4cb4870f,ZenDesk,,Network Activity,4,Network Activity,4001,7,79,security,FortiGate,Fortinet,cfAU,LB-LOAD02-DR,b68c8b07-e684-4a23-9c7f-d927c6f23f19,WGzp7,172.16.0.3,VKCahkBw,514,319,,traffic,-,local,1722178666241702407,FortiGate,Fortinet,a430cfd3-5a3b-4212-aa8d-c2ba1a62a04e,7.1.1,,agentSyslog,OoH_KCGyXtTX.AF,dk gtjzXbA,8,467.08.24.91,IVF_fcylTVrg.Dh,Vw LetMoGz,3,710.37.30.85,,,,log_session_6649948535594099433,3,99,zzfi,127.0.0.1,Russia,19238,ThOyTY,,,log_2,3492361206575,1722178666241702407,-622,,1,8708,4,0,Network Activity: Traffic,400106,accept,,oARODNePR,,8156-90-92,,,,,DtbmbZTmX,,,,notice,,,,,,,,mBvdgpAXS,,,Qfvi,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,SoCmuQJP,,,log_session_1358495073077173545,3,,,,,,,,logVolume,metalog,,1722178680027923347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,OkLbjHNHZ,,,log_session_1358495073077173545,3,,,,,,,,logVolume,metalog,,1722178680027933357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6,traffic,3,ea78a2e2-6901-49eb-9f8c-f6db42e835f8,ServiceNow,,Network Activity,4,Network Activity,4001,1,6,security,FortiGate,Fortinet,OQUl,DB-SQL03-TEST,63547fc9-049d-4e7e-8b3f-68e5b18a0e44,IkPe4,10.0.0.5,YYrrhC TEewtk,443,58,,traffic,-,local,1722178682331705105,FortiGate,Fortinet,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,0.1.1,,agentSyslog,mbq_MdJuVvas.bk,vc npYvvGr,1,322.14.02.72,mQf_ZxBOzUbR.aD,XA kRpUodL,5,823.641.409.5,,,,log_session_6649948535594099433,3,99,LPfK,198.51.100.3,Canada,3244,OZXci,,,log_2,6396725800308,1722178682331705105,-581,,404816,1354,68,18,Network Activity: Traffic,400106,server-rst,,YEHNSRIoa,,8461-91-66,,,,,SPwsULpaU,,,,notice,,,,,,,,IhtPfGWAA,,,povk,,,,,
6,traffic,3,49fe3192-6e6a-4a93-9a8c-bcf7c4f8729d,Box,,Network Activity,4,Network Activity,4001,5,59,security,FortiGate,Fortinet,FUrY,NAS-STOR01-UAT,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,aABd6,198.51.100.7,UXravv YMjqvD,123,366,,traffic,-,local,1722178686091705430,FortiGate,Fortinet,7f71a485-499e-42f5-9c49-1e2e4cb4870f,3.3.5,,agentSyslog,Ypj_AGzvnoER.wk,PH whsjXSb,1,053.36.70.15,Vij_NXMudhKN.Cl,Fn amCvvAY,1,651.65.181.05,,,,log_session_6649948535594099433,3,99,UESU,198.51.100.4,Germany,332,TUW,,,log_2,7463843341121,1722178686091705430,-830,,73,88,9,0,Network Activity: Traffic,400106,accept,,ifDifzErQ,,9489-82-08,,,,,WAmxOizVY,,,,notice,,,,,,,,fzLdQCjLw,,,YLzM,,,,,
6,traffic,4,cc17f250-7e74-4030-b965-e731d84396db,Dropbox,,Network Activity,4,Network Activity,4001,7,75,security,FortiGate,Fortinet,BRbW,GW-FW03-STAGE,7f71a485-499e-42f5-9c49-1e2e4cb4870f,oCoc9,192.168.0.3,sxlmCf FVnuAs,123,582,,traffic,-,local,1722178686091713240,FortiGate,Fortinet,49fe3192-6e6a-4a93-9a8c-bcf7c4f8729d,2.2.6,,agentSyslog,vDv_zVkPbUCK.VQ,Go vtGecIJ,0,205.93.02.24,Lrm_uxNAkbnm.SP,Hn dHrFHNH,1,055.68.689.59,,,,log_session_6649948535594099433,3,99,CeOU,203.0.113.4,Germany,116,UuP,,,log_2,6460027424075,1722178686091713240,-834,,00,75,1,1,Network Activity: Traffic,400106,accept,,yxLLOxQgt,,5040-90-53,,,,,kcaIrCwfa,,,,notice,,,,,,,,rqgbIOiOR,,,xfmD,,,,,
6,traffic,9,8b201ded-12c1-4a3b-8a36-df548fa0a745,Stripe,,Network Activity,4,Network Activity,4001,8,37,security,FortiGate,Fortinet,mdZU,CLUSTER-DB05-INT,883a35a5-4e3c-4a0c-a7f9-4f6a1a6b461e,UhgU4,192.0.2.3,jJiATX NUJgtM,123,278,,traffic,-,local,1722178686091718249,FortiGate,Fortinet,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,0.7.9,,agentSyslog,cTN_leDELsoT.sz,Oe lqLnmle,4,394.52.60.21,TrJ_mabKiTbY.bC,MA TTDtEBU,4,206.29.618.84,,,,log_session_6649948535594099433,3,99,QgrX,198.51.100.2,Mexico,841,aRo,,,log_2,0599210934949,1722178686091718249,-716,,83,56,4,1,Network Activity: Traffic,400106,accept,,JQeyoiqWB,,6444-93-55,,,,,UUVNbpaKk,,,,notice,,,,,,,,sgUoaPGMx,,,sQqc,,,,,
6,traffic,6,f073c7e0-8646-4f9a-90a2-1f02c051b289,Datadog,,Network Activity,4,Network Activity,4001,9,86,security,FortiGate,Fortinet,xelc,LB-LOAD02-DR,b1d7a914-7db0-45b3-986d-c5f6bc36a198,UhnP5,10.0.0.7,MgodNM EXIctM,123,604,,traffic,-,local,1722178686091718726,FortiGate,Fortinet,3d1bfa42-d1f7-4a95-bd61-0dd219cde31d,6.9.9,,agentSyslog,ank_VyJlIgWy.gY,Qt UPUNXWY,3,723.29.80.22,VrH_ZiqItIaZ.DX,BY lMlqxcl,9,456.25.913.98,,,,log_session_6649948535594099433,3,99,WYHk,192.168.0.4,Canada,263,VwK,,,log_2,5490539735485,1722178686091718726,-080,,94,13,0,5,Network Activity: Traffic,400106,accept,,OuQGiqbXu,,1681-45-39,,,,,GCveabKgn,,,,notice,,,,,,,,hZrYxWkXZ,,,wjDC,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,NHZFdQgL,,,log_session_1358495073077173545,3,,,,,,,,logVolume,metalog,,1722178710021611427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5542
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,QxWSfDTqG,,,log_session_1358495073077173545,3,,,,,,,,logVolume,metalog,,1722178710021621625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
99,system,,,,1/4,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722178784756527806,FortiGate,Fortinet,cc17f250-7e74-4030-b965-e731d84396db,6.8.1,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,9833274022892,1722178784756527806,-978,4,,,,,Base Event: Other,99,perf-stats,,,3,3680-41-33,ExYfAl-X961EyVlI,qsWWco-U385uouVi,9,4,,7,71169,,notice,ktNlqg RwkifDlLuCI XRUUmvQxIN,87,"quAWxpXpczD SmPpNlYfmi: bdenwrP PtA: 6, XaJoWe:  20, neuwbDmIjm MOGGyZbF:  2, jMRrf-CEsN: 5",,,,6,,413141,,,ksvix,,yWuV,A/j,
6,traffic,5,8e15da17-0f57-4f46-aed8-7a68de446bf5,Workday,,Network Activity,4,Network Activity,4001,2,5,security,FortiGate,Fortinet,gOto,FW-EX01-DEV,f54de0da-89e3-4f11-91de-3c7a7ad5e372,rAOK,203.0.113.3,iJSIjObw,80,7,,traffic,-,local,1722178785841702940,FortiGate,Fortinet,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,1.8.5,,agentSyslog,PLc_LJqTnsyu.ux,bB vRKQinf,0,620.5.0.5,QXX_IaUJpYYd.Wc,HI yBVAWvK,4,719.3.5.4,,,,log_session_6649948535594099433,3,99,xyja,172.16.0.3,Canada,99107,PSCZ,,,log_2,0662364536874,1722178785841702940,-423,,152,350,1,7,Network Activity: Traffic,400106,close,,WezlrdUGF,,8498-70-10,,,,,qkrJuexgm,,,,notice,,,,,,,,RLGhaxfKb,,,DANY,,,,,
